    pL,                   dL,                      pR,              dR,                     du,                     PI,                DIL,          DIR
      0.400000        0.800000        0.600000        0.200000       -2.500000        1.657167        2.039453        0.356297
      0.400000        0.800000        0.600000        0.200000       -2.400000        1.592010        1.994396        0.349058
      0.400000        0.800000        0.600000        0.200000       -2.300000        1.528715        1.949195        0.341797
      0.400000        0.800000        0.600000        0.200000       -2.200000        1.467261        1.903893        0.334518
      0.400000        0.800000        0.600000        0.200000       -2.100000        1.407625        1.858534        0.327231
      0.400000        0.800000        0.600000        0.200000       -2.000000        1.349786        1.813163        0.319941
      0.400000        0.800000        0.600000        0.200000       -1.900000        1.293719        1.767826        0.312657
      0.400000        0.800000        0.600000        0.200000       -1.800000        1.239401        1.722571        0.305387
      0.400000        0.800000        0.600000        0.200000       -1.700000        1.186806        1.677445        0.298136
      0.400000        0.800000        0.600000        0.200000       -1.600000        1.135909        1.632497        0.290915
      0.400000        0.800000        0.600000        0.200000       -1.500000        1.086681        1.587776        0.283730
      0.400000        0.800000        0.600000        0.200000       -1.400000        1.039096        1.543330        0.276588
      0.400000        0.800000        0.600000        0.200000       -1.300000        0.993125        1.499207        0.269499
      0.400000        0.800000        0.600000        0.200000       -1.200000        0.948737        1.455456        0.262469
      0.400000        0.800000        0.600000        0.200000       -1.100000        0.905904        1.412121        0.255507
      0.400000        0.800000        0.600000        0.200000       -1.000000        0.864593        1.369251        0.248619
      0.400000        0.800000        0.600000        0.200000       -0.900000        0.824773        1.326888        0.241812
      0.400000        0.800000        0.600000        0.200000       -0.800000        0.786412        1.285075        0.235094
      0.400000        0.800000        0.600000        0.200000       -0.700000        0.749477        1.243854        0.228470
